259.000000,443.000000,259.250000,257.750000
234.000000,79.000000,254.250000,109.750000
448.000000,297.000000,365.750000,188.750000
39.000000,292.000000,154.250000,189.750000
101.000000,171.000000,187.250000,136.750000
383.000000,176.000000,330.250000,135.750000
405.000000,413.000000,357.750000,261.250000
97.000000,428.000000,164.750000,261.750000
177.000000,127.000000,223.250000,122.750000
328.000000,131.000000,291.750000,120.750000
438.000000,240.000000,350.750000,159.250000
440.000000,363.000000,371.250000,229.250000
345.000000,443.000000,312.250000,262.750000
193.000000,443.000000,213.250000,265.750000
52.000000,374.000000,140.750000,240.250000
58.000000,219.000000,161.250000,159.250000
248.000000,197.000000,260.750000,162.250000
258.000000,345.000000,261.250000,215.250000
325.000000,190.000000,302.250000,148.250000
178.000000,196.000000,228.250000,152.750000
163.000000,326.000000,210.250000,207.250000
370.000000,317.000000,317.250000,202.750000
313.000000,397.000000,295.750000,239.750000
212.000000,391.000000,234.250000,239.750000
175.000000,266.000000,226.750000,183.750000
327.000000,274.000000,295.250000,185.250000
253.000000,145.000000,264.250000,138.250000
132.000000,253.000000,198.250000,172.250000
118.000000,356.000000,180.250000,226.750000
391.000000,381.000000,337.250000,238.750000
