275.000000,377.000000,267.250000,243.250000
374.000000,404.000000,328.250000,230.750000
180.000000,412.000000,208.750000,239.250000
451.000000,313.000000,368.750000,182.250000
454.000000,187.000000,352.250000,131.250000
305.000000,58.000000,267.250000,91.750000
276.000000,148.000000,258.250000,126.750000
273.000000,76.000000,249.250000,98.250000
64.000000,315.000000,151.250000,232.750000
78.000000,192.000000,148.250000,175.750000
136.000000,109.000000,186.750000,127.750000
316.000000,318.000000,303.750000,195.750000
211.000000,295.000000,215.750000,198.250000
148.000000,209.000000,189.750000,170.250000
156.000000,326.000000,195.250000,220.250000
132.000000,264.000000,178.250000,200.750000
388.000000,251.000000,327.250000,162.750000
237.000000,203.000000,236.250000,160.250000
199.000000,142.000000,229.250000,125.750000
379.000000,159.000000,309.250000,131.250000
326.000000,233.000000,292.750000,160.250000
269.000000,327.000000,263.250000,193.750000
