29.000000,246.000000,166.250000,259.500000
496.000000,234.000000,347.250000,253.500000
271.000000,471.000000,256.750000,299.500000
263.000000,71.000000,241.250000,195.500000
432.000000,90.000000,322.750000,204.500000
435.000000,434.000000,331.250000,304.500000
78.000000,422.000000,189.250000,308.000000
87.000000,109.000000,178.250000,221.500000
181.000000,74.000000,207.750000,208.000000
362.000000,59.000000,288.750000,195.000000
478.000000,163.000000,336.750000,226.500000
473.000000,358.000000,348.250000,282.500000
367.000000,469.000000,298.250000,302.500000
188.000000,446.000000,224.250000,304.500000
32.000000,341.000000,167.250000,289.500000
278.000000,163.000000,250.250000,237.500000
267.000000,323.000000,254.250000,279.500000
343.000000,268.000000,280.750000,260.500000
201.000000,265.000000,229.750000,265.000000
346.000000,120.000000,278.250000,218.000000
238.000000,128.000000,231.250000,225.000000
129.000000,272.000000,200.750000,264.000000
419.000000,253.000000,313.750000,259.000000
358.000000,367.000000,294.250000,285.500000
159.000000,363.000000,216.250000,288.000000
113.000000,190.000000,190.250000,240.500000
193.000000,179.000000,224.250000,243.500000
400.000000,130.000000,305.250000,216.500000
411.000000,322.000000,317.250000,275.500000
