279.000000,212.000000,250.750000,221.250000
249.000000,311.000000,248.750000,229.250000
319.000000,308.000000,252.250000,229.250000
290.000000,448.000000,253.750000,253.250000
267.000000,50.000000,251.250000,159.250000
233.000000,448.000000,229.250000,256.250000
173.000000,448.000000,208.750000,254.750000
111.000000,431.000000,181.250000,253.750000
62.000000,376.000000,164.750000,244.750000
32.000000,310.000000,152.750000,226.250000
25.000000,220.000000,153.750000,206.750000
53.000000,145.000000,167.250000,184.750000
110.000000,80.000000,189.250000,173.750000
170.000000,61.000000,214.750000,159.250000
226.000000,67.000000,234.750000,161.250000
342.000000,446.000000,274.750000,254.750000
395.000000,428.000000,300.250000,256.250000
435.000000,386.000000,322.250000,242.750000
462.000000,325.000000,332.250000,223.250000
471.000000,261.000000,336.250000,202.250000
470.000000,182.000000,326.250000,187.750000
442.000000,115.000000,307.750000,177.250000
382.000000,71.000000,288.750000,169.750000
332.000000,48.000000,271.250000,161.750000
193.000000,353.000000,208.750000,234.750000
124.000000,358.000000,183.250000,234.250000
371.000000,301.000000,276.750000,222.250000
296.000000,376.000000,253.250000,242.250000
364.000000,375.000000,285.750000,240.750000
422.000000,265.000000,306.750000,205.750000
407.000000,341.000000,310.750000,226.750000
359.000000,242.000000,279.750000,204.750000
263.000000,167.000000,246.250000,187.750000
246.000000,117.000000,244.250000,175.750000
193.000000,171.000000,218.250000,194.250000
174.000000,226.000000,208.750000,208.250000
110.000000,236.000000,181.750000,207.750000
133.000000,161.000000,197.250000,190.250000
186.000000,113.000000,220.250000,179.750000
329.000000,117.000000,270.750000,181.250000
382.000000,168.000000,290.250000,195.250000
329.000000,187.000000,267.750000,198.250000
233.000000,220.000000,244.750000,208.750000
252.000000,382.000000,234.750000,241.250000
196.000000,286.000000,229.750000,218.250000
