29.000000,286.000000,168.250000,271.000000
495.000000,256.000000,357.250000,264.000000
296.000000,468.000000,270.750000,309.500000
270.000000,54.000000,255.750000,200.000000
437.000000,120.000000,330.250000,223.500000
366.000000,69.000000,302.750000,207.000000
479.000000,199.000000,353.250000,246.000000
448.000000,426.000000,338.750000,298.500000
487.000000,363.000000,352.250000,285.500000
383.000000,459.000000,311.250000,310.500000
144.000000,472.000000,214.750000,314.500000
231.000000,476.000000,246.250000,308.500000
71.000000,418.000000,181.750000,303.000000
135.000000,141.000000,203.250000,225.500000
202.000000,76.000000,224.250000,214.500000
81.000000,194.000000,183.750000,243.500000
141.000000,268.000000,213.750000,262.000000
282.000000,175.000000,266.750000,243.500000
287.000000,386.000000,269.250000,289.500000
339.000000,286.000000,294.250000,272.500000
226.000000,314.000000,245.250000,272.500000
370.000000,159.000000,304.250000,236.000000
416.000000,250.000000,323.750000,263.500000
415.000000,336.000000,324.750000,283.000000
367.000000,381.000000,300.250000,293.500000
192.000000,388.000000,234.750000,291.500000
123.000000,356.000000,201.250000,282.500000
248.000000,139.000000,249.250000,230.500000
197.000000,199.000000,233.750000,243.500000
