238.000000,346.000000,255.250000,208.250000
284.000000,341.000000,272.250000,206.250000
268.000000,404.000000,267.250000,237.750000
362.000000,292.000000,312.250000,188.250000
146.000000,308.000000,202.250000,201.250000
369.000000,390.000000,324.750000,227.250000
426.000000,327.000000,363.750000,198.750000
446.000000,206.000000,355.750000,154.250000
382.000000,118.000000,317.250000,115.750000
258.000000,121.000000,257.750000,128.250000
161.000000,402.000000,216.250000,244.250000
69.000000,359.000000,167.750000,248.250000
47.000000,237.000000,150.250000,201.750000
96.000000,140.000000,165.750000,145.750000
169.000000,101.000000,206.750000,129.250000
259.000000,204.000000,258.250000,152.750000
108.000000,328.000000,189.250000,224.750000
360.000000,338.000000,317.250000,209.250000
369.000000,206.000000,317.750000,151.750000
316.000000,259.000000,282.750000,176.750000
138.000000,242.000000,208.750000,172.250000
224.000000,263.000000,245.750000,179.250000
