247.000000,319.000000,249.750000,271.750000
245.000000,401.000000,253.750000,297.750000
255.000000,106.000000,233.750000,171.250000
253.000000,222.000000,239.750000,218.750000
226.000000,229.000000,231.250000,229.250000
213.000000,262.000000,231.750000,243.750000
133.000000,280.000000,189.750000,263.250000
293.000000,406.000000,279.250000,297.750000
347.000000,405.000000,305.750000,300.250000
389.000000,383.000000,333.250000,293.250000
429.000000,357.000000,352.750000,277.750000
448.000000,300.000000,363.250000,253.250000
443.000000,239.000000,356.250000,224.750000
429.000000,186.000000,340.750000,204.750000
409.000000,127.000000,313.750000,177.750000
365.000000,101.000000,285.750000,168.250000
309.000000,97.000000,258.750000,167.750000
203.000000,109.000000,205.750000,178.750000
151.000000,108.000000,179.250000,189.250000
96.000000,139.000000,157.250000,205.250000
61.000000,203.000000,136.250000,231.750000
40.000000,273.000000,131.250000,263.250000
53.000000,339.000000,141.250000,293.250000
96.000000,395.000000,175.250000,318.750000
156.000000,413.000000,205.250000,311.750000
200.000000,406.000000,230.750000,303.250000
323.000000,317.000000,293.750000,265.250000
111.000000,328.000000,179.250000,290.750000
179.000000,346.000000,214.750000,288.250000
193.000000,299.000000,223.250000,263.750000
386.000000,283.000000,329.750000,248.750000
315.000000,246.000000,279.750000,240.750000
380.000000,209.000000,312.250000,214.750000
338.000000,145.000000,279.750000,189.250000
316.000000,196.000000,273.750000,215.250000
259.000000,159.000000,238.750000,199.750000
184.000000,180.000000,205.250000,212.750000
127.000000,202.000000,182.250000,228.750000
92.000000,269.000000,166.250000,263.250000
286.000000,271.000000,256.250000,239.750000
174.000000,261.000000,209.750000,246.250000
