262.000000,381.000000,250.750000,300.000000
288.000000,377.000000,264.750000,298.000000
274.000000,231.000000,258.750000,263.000000
266.000000,67.000000,255.750000,209.500000
272.000000,441.000000,260.250000,318.500000
48.000000,271.000000,168.250000,274.500000
488.000000,268.000000,355.750000,269.500000
320.000000,76.000000,282.250000,209.000000
381.000000,95.000000,306.750000,207.500000
434.000000,137.000000,327.250000,218.000000
461.000000,228.000000,344.250000,255.000000
440.000000,187.000000,335.250000,239.000000
483.000000,355.000000,354.750000,297.000000
460.000000,406.000000,344.750000,317.000000
411.000000,446.000000,318.250000,323.500000
333.000000,463.000000,288.250000,319.500000
198.000000,457.000000,236.750000,322.000000
138.000000,443.000000,203.750000,328.000000
80.000000,425.000000,185.750000,328.000000
50.000000,371.000000,168.750000,310.500000
32.000000,298.000000,162.250000,286.500000
60.000000,205.000000,171.750000,249.500000
88.000000,147.000000,184.250000,227.000000
192.000000,95.000000,223.750000,213.500000
125.000000,118.000000,202.250000,214.500000
270.000000,148.000000,259.750000,239.500000
394.000000,382.000000,317.750000,302.500000
351.000000,361.000000,294.250000,293.500000
274.000000,297.000000,258.750000,278.500000
413.000000,308.000000,324.750000,279.000000
351.000000,255.000000,293.750000,263.500000
380.000000,196.000000,313.250000,242.000000
332.000000,148.000000,291.250000,233.000000
186.000000,165.000000,232.250000,240.000000
134.000000,287.000000,207.750000,263.000000
124.000000,358.000000,198.250000,293.000000
196.000000,377.000000,227.750000,301.500000
204.000000,245.000000,240.250000,258.500000
148.000000,217.000000,207.750000,242.000000
200.000000,326.000000,232.750000,282.000000
